handle,title,price_ghs,in_stock,categories,image_file,proposed_requires_prescription,confidence,rule,pharmacist_decision,pharmacist_notes
vaseline-lotion-mature-skin,VASELINE LOTION MATURE SKIN,45.00,yes,Beauty & Toiletries,vaseline-lotion-mature-skin.webp,NO,high,general-sale: lotion,,
vaseline-petro-jelly-450ml,VASELINE PETRO. JELLY 450ML,126.00,no,Beauty & Toiletries,vaseline-petro-jelly-450ml.jpg,NO,medium,consumer category: Beauty & Toiletries,,
vaseline-pommade-aloe,VASELINE POMMADE ALOE,23.00,yes,Beauty & Toiletries,vaseline-pommade-aloe.jpg,NO,medium,consumer category: Beauty & Toiletries,,
vaseline-pommade-original,VASELINE POMMADE ORIGINAL,23.00,yes,Beauty & Toiletries,vaseline-pommade-original.jpg,NO,medium,consumer category: Beauty & Toiletries,,
veet-hair-remover,VEET HAIR REMOVER,60.00,no,Beauty & Toiletries | Feminine Care,veet-hair-remover.jpg,NO,medium,consumer category: Beauty & Toiletries,,
vermox-suspension,VERMOX SUSPENSION,65.00,yes,,vermox-suspension.jpg,YES,high,prescription-only active: vermox,,
vermox-tabs,VERMOX TABS,25.00,yes,,vermox-tabs.jpg,YES,high,prescription-only active: vermox,,
vibe-bath-gel,VIBE BATH GEL,60.00,yes,Beauty & Toiletries,vibe-bath-gel.webp,NO,medium,consumer category: Beauty & Toiletries,,
vibe-body-lotion-500ml,VIBE BODY LOTION 500ML,42.00,yes,Beauty & Toiletries,vibe-body-lotion-500ml.webp,NO,high,general-sale: lotion,,
vikil-20,VIKIL-20,41.00,yes,,vikil-20.jpg,NO,low,REVIEW — no category and no dosage form,,
virasorb-cold-sore-cream-2g,VIRASORB COLD SORE CREAM 2G,65.00,yes,Other,virasorb-cold-sore-cream-2g.jpg,NO,medium,consumer category: Other,,
virol-tonic,VIROL TONIC,27.00,yes,,virol-tonic.jpg,NO,low,REVIEW — no category and no dosage form,,
viscof-expectorant-syrup-100ml,VISCOF EXPECTORANT SYRUP 100ML,35.00,yes,,viscof-expectorant-syrup-100ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
visionace-caps-orig,VISIONACE CAPS ORIG.,150.00,yes,,visionace-caps-orig.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
vit-b-denk,VIT B DENK,50.00,yes,,vit-b-denk.png,NO,low,REVIEW — no category and no dosage form,,
vitafol-caplets,VITAFOL CAPLETS,36.00,yes,Vitamins & Supplements,vitafol-caplets.jpg,NO,medium,consumer category: Vitamins & Supplements,,
vitafusion-womens-multi-150s,VITAFUSION WOMEN'S MULTI 150'S,263.00,no,Vitamins & Supplements,vitafusion-womens-multi-150s.webp,NO,medium,consumer category: Vitamins & Supplements,,
vitamin-b-co-strong-accord,VITAMIN B CO STRONG (ACCORD),40.00,yes,Vitamins & Supplements,vitamin-b-co-strong-accord.jpg,NO,high,general-sale: vitamin,,
vitamin-c-hand-cream,VITAMIN C HAND CREAM,30.00,yes,Beauty & Toiletries,vitamin-c-hand-cream.webp,NO,high,general-sale: vitamin,,
vitamin-store-vitamin-c-zinc-effervescent-tabs,VITAMIN STORE VITAMIN C + ZINC EFFERVESCENT TABS,43.00,no,Vitamins & Supplements,vitamin-store-vitamin-c-zinc-effervescent-tabs.webp,NO,medium,general-sale active (vitamin) in a dosage form,,
vitane-drop-30ml,VITANE DROP 30ML,69.00,no,Baby | Vitamins & Supplements,vitane-drop-30ml.png,NO,medium,consumer category: Baby,,
vitane-syrup,VITANE SYRUP,225.00,yes,Vitamins & Supplements,vitane-syrup.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
vitawell-adult-multivitamin-gummies-120s,VITAWELL ADULT MULTIVITAMIN GUMMIES 120S,150.00,no,Vitamins & Supplements,vitawell-adult-multivitamin-gummies-120s.jpg,NO,high,general-sale: vitamin,,
vitalwell-magnesium-glycinate-100mg-60s,VITAWELL MAGNESIUM GLYCINATE 100MG 60'S,120.00,no,Vitamins & Supplements,vitalwell-magnesium-glycinate-100mg-60s.webp,YES,low,"REVIEW — dosage form, active not recognised",,
vitawell-total-beauty-collagen-powder-200g,VITAWELL TOTAL BEAUTY COLLAGEN POWDER 200G,190.00,no,Vitamins & Supplements,vitawell-total-beauty-collagen-powder-200g.jpg,NO,medium,consumer category: Vitamins & Supplements,,
vitlife-vit-c-zinc,VITLIFE VIT C+ ZINC,59.00,yes,Vitamins & Supplements,vitlife-vit-c-zinc.jpg,NO,high,general-sale: zinc,,
voligo-warm-menstral-heating-pad,VOLIGO WARM MENSTRAL HEATING PAD,460.00,yes,Other,voligo-warm-menstral-heating-pad.jpg,NO,medium,consumer category: Other,,
wallet-pocket-tissue,WALLET POCKET TISSUE,7.00,yes,Other,wallet-pocket-tissue.jpg,NO,high,general-sale: tissue,,
washing-machine-cleaner,WASHING MACHINE CLEANER,30.00,no,Other,washing-machine-cleaner.jpg,NO,medium,consumer category: Other,,
wearable-heating-pad,WEARABLE HEATING PAD,460.00,yes,Other,wearable-heating-pad.jpg,NO,medium,consumer category: Other,,
weekly-pill-organiser-black-white-double,Weekly pill organiser Black/White (Double),198.00,no,Other,weekly-pill-organiser-black-white-double.jpg,NO,medium,consumer category: Other,,
wellman-orig-caps-30s,WELLMAN ORIG CAPS 30'S,213.00,yes,Vitamins & Supplements,wellman-orig-caps-30s.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
wellwoman-50-caps-30s,WELLWOMAN 50+ CAPS 30S,150.00,yes,Vitamins & Supplements,wellwoman-50-caps-30s.webp,YES,low,"REVIEW — dosage form, active not recognised",,
wellwoman-orig-caps-30s-1,WELLWOMAN ORIG CAPS 30S,224.00,yes,Vitamins & Supplements,wellwoman-orig-caps-30s-1.jpg,YES,low,"REVIEW — dosage form, active not recognised",,
wellwoman-orig-caps-30s,WELLWOMAN ORIG CAPS 30S,224.00,yes,Vitamins & Supplements,wellwoman-orig-caps-30s.webp,YES,low,"REVIEW — dosage form, active not recognised",,
wilkenson-sword-shaving-stick-4-2-box,WILKENSON SWORD SHAVING STICK (4+2 BOX),80.00,no,Other,,NO,medium,consumer category: Other,,
windolene-glass-cleaner,WINDOLENE GLASS CLEANER,36.00,no,Other,windolene-glass-cleaner.jpg,NO,medium,consumer category: Other,,
wisdom-step-by-step-t-b,WISDOM STEP BY STEP T/B,25.00,yes,Baby,wisdom-step-by-step-t-b.webp,NO,medium,consumer category: Baby,,
wisdom-t-b-junior-pack-4pk,WISDOM T/B JUNIOR PACK 4PK,35.00,yes,Baby,wisdom-t-b-junior-pack-4pk.jpg,NO,medium,consumer category: Baby,,
wormbase-susp-10ml,WORMBASE SUSP 10ML,4.00,no,,wormbase-susp-10ml.png,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
wormplex-400-suspension,WORMPLEX 400 SUSPENSION,20.00,yes,,wormplex-400-suspension.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
wormplex-400-tab,WORMPLEX 400 TAB,17.00,yes,,wormplex-400-tab.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
xalacom-eye-drop,xalacom eye drop,439.00,yes,,xalacom-eye-drop.webp,NO,low,REVIEW — no category and no dosage form,,
xalatan-eye-drops,XALATAN EYE DROPS,250.00,yes,,xalatan-eye-drops.jpg,NO,low,REVIEW — no category and no dosage form,,
xatis-levofloxacintab-500mg,XATIS (LEVOFLOXACIN)TAB 500MG,85.00,no,,xatis-levofloxacintab-500mg.jpg,YES,high,prescription-only active: levofloxac,,
xblock-hair-wax-150ml,XBLOCK HAIR WAX 150ML,34.00,yes,Beauty & Toiletries,xblock-hair-wax-150ml.webp,NO,medium,consumer category: Beauty & Toiletries,,
xcel-insect-repellent-2-bands,XCEL INSECT REPELLENT 2 BANDS,45.00,yes,Other,xcel-insect-repellent-2-bands.jpg,NO,medium,consumer category: Other,,
xin-a-cipro-susp,XIN - A CIPRO SUSP.,86.00,yes,,xin-a-cipro-susp.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
xpel-adult-insect-repellent-spray,XPEL ADULT INSECT REPELLENT SPRAY,45.00,no,Other,xpel-adult-insect-repellent-spray.jpg,NO,medium,consumer category: Other,,
xpel-kid-insect-repellent-spray,XPEL KID INSECT REPELLENT SPRAY,40.00,no,Other,xpel-kid-insect-repellent-spray.jpg,NO,medium,consumer category: Other,,
yazz-pad,YAZZ PAD,20.00,yes,Beauty & Toiletries | Feminine Care,yazz-pad.jpg,NO,medium,consumer category: Beauty & Toiletries,,
yeamon-electric-heat-pad,YEAMON ELECTRIC HEAT PAD,450.00,yes,Other,yeamon-electric-heat-pad.jpg,NO,medium,consumer category: Other,,
zentel-tabs,ZENTEL TABS,27.00,yes,,zentel-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zenwise-digestive-enzymes-60s,ZENWISE DIGESTIVE ENZYMES 60'S,420.00,no,Vitamins & Supplements,zenwise-digestive-enzymes-60s.webp,NO,medium,consumer category: Vitamins & Supplements,,
zestril20mg-tabs,ZESTRIL20MG TABS,15.00,yes,,zestril20mg-tabs.webp,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zincofer-caps-30s,ZINCOFER CAPS 30'S,61.00,yes,,zincofer-caps-30s.jpg,NO,medium,general-sale active (zinc) in a dosage form,,
zincofer-syr-200ml,ZINCOFER SYR 200ML,61.00,yes,,zincofer-syr-200ml.jpg,NO,high,general-sale: zinc,,
zincovit-drops-15ml,ZINCOVIT DROPS 15ML,29.00,yes,,zincovit-drops-15ml.jpg,NO,high,general-sale: zinc,,
zincovit-syrup-200ml,ZINCOVIT SYRUP 200ML,54.00,yes,,zincovit-syrup-200ml.jpg,NO,medium,general-sale active (zinc) in a dosage form,,
zithromax-susp-200mg-5ml-15ml,ZITHROMAX SUSP 200MG/5ML 15ML,155.00,yes,,zithromax-susp-200mg-5ml-15ml.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
znmet-sore-powder,ZNMET SORE POWDER,7.00,yes,,,NO,low,REVIEW — no category and no dosage form,,
zoflora-antiseptic,ZOFLORA ANTISEPTIC,45.00,yes,Other,zoflora-antiseptic.jpg,NO,medium,consumer category: Other,,
zubes-extra-strong-syrup,ZUBES EXTRA STRONG SYRUP,45.00,yes,,zubes-extra-strong-syrup.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zudrex-tabs,ZUDREX TABS,10.00,yes,,zudrex-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zulu-aceclofenac-100mg,ZULU (ACECLOFENAC) 100MG,9.50,yes,,zulu-aceclofenac-100mg.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zulu-extra,ZULU EXTRA,10.00,yes,,zulu-extra.png,NO,low,REVIEW — no category and no dosage form,,
zulu-plus-tabs,ZULU PLUS TABS,8.00,yes,,zulu-plus-tabs.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zulu-mr-tabs-1,ZULU-MR TABS,15.00,yes,,zulu-mr-tabs-1.jpg,YES,low,"REVIEW — dosage form, no consumer category, active not recognised",,
zymax-azithromycin-caps-500mg,ZYMAX (AZITHROMYCIN) CAPS 500MG,30.00,yes,,zymax-azithromycin-caps-500mg.jpg,YES,high,prescription-only active: azithro,,
